a,b,x,y,iteration
175593.6930093957,-1195476.726380985,7.001141578928804,33879.57874475536,0
129389.28025472364,-876303.5216934934,6.808198551396816,4604.3887029928155,1
121834.14715431278,-825000.2557278841,6.772613001388899,135.27330254297704,2
121602.98943475624,-823434.8422536998,6.771502694420758,0.12835337105207145,3
121602.76981539295,-823433.3551007055,6.7715016389091165,1.1594966053962708e-07,4
121602.76981519462,-823433.3550993626,6.7715016389081635,0.0,5
