a,b,x,y,iteration
-25.21883195784542,-21.80824940355668,-0.9881251361970111,3.111112359518863,0
-18.564060623571223,-15.645388998312885,-0.8647604869254173,0.4080771058395314,1
-17.38968553500863,-14.642708208770273,-0.8427783832190016,0.012942851111159115,2
-17.350279237635323,-14.609512096306478,-0.8420341000009351,1.4666320693024204e-05,3
-17.35023449724612,-14.609474423392031,-0.8420332546934625,1.8909318555415666e-11,4
-17.35023449718843,-14.609474423343457,-0.8420332546923726,-1.7763568394002505e-15,5
